candidato,meses_confirmacao,quantidade_mudancas_regime_treino,peso_cdi_expansao_desinflacionaria,peso_cdi_expansao_inflacionaria,peso_cdi_estagflacao,peso_cdi_recessao_desinflacionaria,peso_cdi_medio,peso_cdi_maximo,excesso_retorno_anualizado_vs_benchmark,quantidade_meses,retorno_total_bruto,retorno_total_liquido,retorno_anualizado_liquido,volatilidade_anualizada_liquida,retorno_volatilidade_liquido,maximo_drawdown_liquido,meses_positivos,melhor_mes,pior_mes,turnover_total,turnover_medio_mensal,custo_acumulado_simples,indice_final_liquido,quantidade_janelas_12m,proporcao_janelas_12m_positivas,media_excesso_12m,mediana_excesso_12m,pior_excesso_12m,melhor_excesso_12m,respeita_limite_turnover
conf_2m_cdi_30_10_50_50,2,8,30.00%,10.00%,50.00%,50.00%,35.00%,50.00%,0.77%,48,38.99%,38.41%,8.47%,6.14%,1.38,-6.03%,64.58%,0.044919235367470334,-0.04352260520278617,4.16,8.66%,0.42%,138.41,37,72.97%,0.55%,2.13%,-7.89%,3.97%,False
conf_2m_cdi_30_20_00_00,2,8,30.00%,20.00%,0.00%,0.00%,12.50%,30.00%,1.33%,48,41.72%,41.29%,9.02%,6.77%,1.33,-6.03%,62.50%,0.051505551784493786,-0.04352260520278617,3.03,6.32%,0.30%,141.29,37,59.46%,1.01%,0.86%,-1.78%,4.15%,False
conf_2m_cdi_30_20_00_10,2,8,30.00%,20.00%,0.00%,10.00%,15.00%,30.00%,0.98%,48,39.87%,39.48%,8.67%,6.59%,1.32,-6.03%,62.50%,0.046512900945293145,-0.04352260520278617,2.83,5.90%,0.28%,139.48,37,54.05%,0.63%,0.59%,-3.07%,4.15%,False
conf_2m_cdi_30_20_00_20,2,8,30.00%,20.00%,0.00%,20.00%,17.50%,30.00%,0.63%,48,38.05%,37.68%,8.32%,6.42%,1.30,-6.03%,62.50%,0.04152069542759018,-0.04352260520278617,2.67,5.57%,0.27%,137.68,37,51.35%,0.26%,0.59%,-4.76%,4.15%,False
conf_2m_cdi_30_20_00_30,2,8,30.00%,20.00%,0.00%,30.00%,20.00%,30.00%,0.27%,48,36.24%,35.85%,7.96%,6.26%,1.27,-6.03%,62.50%,0.04031129165431202,-0.04352260520278617,2.82,5.88%,0.28%,135.85,37,51.35%,-0.11%,0.59%,-6.48%,4.15%,False
conf_2m_cdi_30_20_00_40,2,8,30.00%,20.00%,0.00%,40.00%,22.50%,40.00%,-0.10%,48,34.44%,34.04%,7.60%,6.13%,1.24,-6.03%,62.50%,0.04031129165431202,-0.04352260520278617,3.01,6.27%,0.30%,134.04,37,51.35%,-0.49%,0.59%,-8.19%,4.15%,False
conf_2m_cdi_30_20_00_50,2,8,30.00%,20.00%,0.00%,50.00%,25.00%,50.00%,-0.46%,48,32.66%,32.24%,7.24%,6.01%,1.20,-6.03%,62.50%,0.04031129165431202,-0.04352260520278617,3.20,6.67%,0.32%,132.24,37,51.35%,-0.86%,0.59%,-9.88%,4.15%,False
conf_2m_cdi_30_20_10_00,2,8,30.00%,20.00%,10.00%,0.00%,15.00%,30.00%,1.48%,48,42.45%,42.05%,9.17%,6.73%,1.36,-6.03%,62.50%,0.051505551784493786,-0.04352260520278617,2.83,5.90%,0.28%,142.05,37,62.16%,1.19%,1.14%,-1.36%,4.15%,False
conf_2m_cdi_30_20_10_10,2,8,30.00%,20.00%,10.00%,10.00%,17.50%,30.00%,1.12%,48,40.60%,40.23%,8.82%,6.54%,1.35,-6.03%,62.50%,0.046512900945293145,-0.04352260520278617,2.63,5.48%,0.26%,140.23,37,56.76%,0.82%,0.91%,-3.07%,4.15%,False
conf_2m_cdi_30_20_10_20,2,8,30.00%,20.00%,10.00%,20.00%,20.00%,30.00%,0.77%,48,38.76%,38.42%,8.47%,6.37%,1.33,-6.03%,62.50%,0.04152069542759018,-0.04352260520278617,2.47,5.15%,0.25%,138.42,37,54.05%,0.45%,0.91%,-4.76%,4.15%,False
conf_2m_cdi_30_20_10_30,2,8,30.00%,20.00%,10.00%,30.00%,22.50%,30.00%,0.41%,48,36.94%,36.59%,8.11%,6.21%,1.30,-6.03%,62.50%,0.04031129165431202,-0.04352260520278617,2.62,5.46%,0.26%,136.59,37,54.05%,0.07%,0.91%,-6.48%,4.15%,False
conf_2m_cdi_30_20_10_40,2,8,30.00%,20.00%,10.00%,40.00%,25.00%,40.00%,0.05%,48,35.14%,34.76%,7.74%,6.08%,1.27,-6.03%,62.50%,0.04031129165431202,-0.04352260520278617,2.81,5.86%,0.28%,134.76,37,54.05%,-0.31%,0.91%,-8.19%,4.15%,False
conf_2m_cdi_30_20_10_50,2,8,30.00%,20.00%,10.00%,50.00%,27.50%,50.00%,-0.32%,48,33.35%,32.95%,7.38%,5.96%,1.24,-6.03%,62.50%,0.04031129165431202,-0.04352260520278617,3.00,6.25%,0.30%,132.95,37,54.05%,-0.68%,0.91%,-9.88%,4.15%,False
conf_2m_cdi_30_20_20_00,2,8,30.00%,20.00%,20.00%,0.00%,17.50%,30.00%,1.62%,48,43.19%,42.81%,9.32%,6.68%,1.39,-6.03%,62.50%,0.051505551784493786,-0.04352260520278617,2.65,5.53%,0.27%,142.81,37,70.27%,1.38%,1.37%,-1.36%,4.15%,False
conf_2m_cdi_30_20_20_10,2,8,30.00%,20.00%,20.00%,10.00%,20.00%,30.00%,1.27%,48,41.33%,40.98%,8.97%,6.50%,1.38,-6.03%,62.50%,0.046512900945293145,-0.04352260520278617,2.45,5.11%,0.25%,140.98,37,64.86%,1.00%,1.15%,-3.07%,4.15%,False
conf_2m_cdi_30_20_20_20,2,8,30.00%,20.00%,20.00%,20.00%,22.50%,30.00%,0.92%,48,39.48%,39.16%,8.61%,6.33%,1.36,-6.03%,62.50%,0.04152069542759018,-0.04352260520278617,2.29,4.78%,0.23%,139.16,37,62.16%,0.63%,1.15%,-4.76%,4.15%,False
conf_2m_cdi_30_20_20_30,2,8,30.00%,20.00%,20.00%,30.00%,25.00%,30.00%,0.56%,48,37.65%,37.32%,8.25%,6.17%,1.34,-6.03%,62.50%,0.04031129165431202,-0.04352260520278617,2.44,5.09%,0.24%,137.32,37,62.16%,0.25%,1.15%,-6.48%,4.15%,False
conf_2m_cdi_30_20_20_40,2,8,30.00%,20.00%,20.00%,40.00%,27.50%,40.00%,0.19%,48,35.84%,35.48%,7.89%,6.03%,1.31,-6.03%,62.50%,0.04031129165431202,-0.04352260520278617,2.63,5.48%,0.26%,135.48,37,62.16%,-0.12%,1.15%,-8.19%,4.15%,False
conf_2m_cdi_30_20_20_50,2,8,30.00%,20.00%,20.00%,50.00%,30.00%,50.00%,-0.17%,48,34.04%,33.67%,7.52%,5.92%,1.27,-6.03%,62.50%,0.04031129165431202,-0.04352260520278617,2.82,5.88%,0.28%,133.67,37,62.16%,-0.50%,1.15%,-9.88%,4.15%,False
conf_2m_cdi_30_20_30_00,2,8,30.00%,20.00%,30.00%,0.00%,20.00%,30.00%,1.76%,48,43.93%,43.52%,9.45%,6.65%,1.42,-6.03%,64.58%,0.051505551784493786,-0.04352260520278617,2.81,5.86%,0.28%,143.52,37,75.68%,1.55%,1.52%,-1.36%,4.15%,False
conf_2m_cdi_30_20_30_10,2,8,30.00%,20.00%,30.00%,10.00%,22.50%,30.00%,1.41%,48,42.06%,41.69%,9.10%,6.46%,1.41,-6.03%,64.58%,0.046512900945293145,-0.04352260520278617,2.61,5.44%,0.26%,141.69,37,70.27%,1.18%,1.14%,-3.07%,4.15%,False
conf_2m_cdi_30_20_30_20,2,8,30.00%,20.00%,30.00%,20.00%,25.00%,30.00%,1.05%,48,40.20%,39.86%,8.75%,6.29%,1.39,-6.03%,64.58%,0.04152069542759018,-0.04352260520278617,2.45,5.11%,0.25%,139.86,37,67.57%,0.80%,1.14%,-4.76%,4.15%,False
conf_2m_cdi_30_20_30_30,2,8,30.00%,20.00%,30.00%,30.00%,27.50%,30.00%,0.69%,48,38.36%,38.00%,8.39%,6.13%,1.37,-6.03%,64.58%,0.04031129165431202,-0.04352260520278617,2.60,5.42%,0.26%,138.00,37,67.57%,0.43%,1.14%,-6.48%,4.15%,False
conf_2m_cdi_30_20_30_40,2,8,30.00%,20.00%,30.00%,40.00%,30.00%,40.00%,0.33%,48,36.54%,36.16%,8.02%,6.00%,1.34,-6.03%,64.58%,0.04031129165431202,-0.04352260520278617,2.79,5.81%,0.28%,136.16,37,67.57%,0.05%,1.14%,-8.19%,4.15%,False
conf_2m_cdi_30_20_30_50,2,8,30.00%,20.00%,30.00%,50.00%,32.50%,50.00%,-0.04%,48,34.74%,34.34%,7.66%,5.88%,1.30,-6.03%,64.58%,0.04031129165431202,-0.04352260520278617,2.98,6.21%,0.30%,134.34,37,67.57%,-0.32%,1.14%,-9.88%,4.15%,False
conf_2m_cdi_30_20_40_00,2,8,30.00%,20.00%,40.00%,0.00%,22.50%,40.00%,1.89%,48,44.67%,44.24%,9.59%,6.61%,1.45,-6.03%,64.58%,0.051505551784493786,-0.04352260520278617,3.01,6.26%,0.30%,144.24,37,83.78%,1.72%,1.68%,-1.36%,4.15%,False
conf_2m_cdi_30_20_40_10,2,8,30.00%,20.00%,40.00%,10.00%,25.00%,40.00%,1.54%,48,42.79%,42.39%,9.24%,6.43%,1.44,-6.03%,64.58%,0.046512900945293145,-0.04352260520278617,2.80,5.84%,0.28%,142.39,37,72.97%,1.35%,1.63%,-3.07%,4.15%,False
conf_2m_cdi_30_20_40_20,2,8,30.00%,20.00%,40.00%,20.00%,27.50%,40.00%,1.19%,48,40.93%,40.55%,8.88%,6.25%,1.42,-6.03%,64.58%,0.04152069542759018,-0.04352260520278617,2.64,5.51%,0.26%,140.55,37,70.27%,0.98%,1.63%,-4.76%,4.15%,False
conf_2m_cdi_30_20_40_30,2,8,30.00%,20.00%,40.00%,30.00%,30.00%,40.00%,0.82%,48,39.08%,38.69%,8.52%,6.10%,1.40,-6.03%,64.58%,0.04031129165431202,-0.04352260520278617,2.79,5.82%,0.28%,138.69,37,70.27%,0.60%,1.63%,-6.48%,4.15%,False
conf_2m_cdi_30_20_40_40,2,8,30.00%,20.00%,40.00%,40.00%,32.50%,40.00%,0.46%,48,37.25%,36.84%,8.16%,5.96%,1.37,-6.03%,64.58%,0.04031129165431202,-0.04352260520278617,2.98,6.21%,0.30%,136.84,37,70.27%,0.22%,1.63%,-8.19%,4.15%,False
conf_2m_cdi_30_20_40_50,2,8,30.00%,20.00%,40.00%,50.00%,35.00%,50.00%,0.10%,48,35.43%,35.00%,7.79%,5.85%,1.33,-6.03%,64.58%,0.04031129165431202,-0.04352260520278617,3.17,6.61%,0.32%,135.00,37,70.27%,-0.15%,1.63%,-9.88%,4.15%,False
conf_2m_cdi_30_20_50_00,2,8,30.00%,20.00%,50.00%,0.00%,25.00%,50.00%,2.03%,48,45.42%,44.95%,9.73%,6.59%,1.48,-6.03%,64.58%,0.051505551784493786,-0.04352260520278617,3.20,6.66%,0.32%,144.95,37,86.49%,1.90%,1.92%,-1.36%,4.15%,False
conf_2m_cdi_30_20_50_10,2,8,30.00%,20.00%,50.00%,10.00%,27.50%,50.00%,1.68%,48,43.52%,43.10%,9.37%,6.40%,1.47,-6.03%,64.58%,0.046512900945293145,-0.04352260520278617,2.99,6.24%,0.30%,143.10,37,75.68%,1.52%,1.83%,-3.07%,4.15%,False
conf_2m_cdi_30_20_50_20,2,8,30.00%,20.00%,50.00%,20.00%,30.00%,50.00%,1.32%,48,41.65%,41.25%,9.02%,6.23%,1.45,-6.03%,64.58%,0.04152069542759018,-0.04352260520278617,2.83,5.91%,0.28%,141.25,37,72.97%,1.15%,1.83%,-4.76%,4.15%,False
conf_2m_cdi_30_20_50_30,2,8,30.00%,20.00%,50.00%,30.00%,32.50%,50.00%,0.96%,48,39.79%,39.38%,8.65%,6.07%,1.43,-6.03%,64.58%,0.04031129165431202,-0.04352260520278617,2.98,6.22%,0.30%,139.38,37,72.97%,0.77%,1.83%,-6.48%,4.15%,False
conf_2m_cdi_30_20_50_40,2,8,30.00%,20.00%,50.00%,40.00%,35.00%,50.00%,0.59%,48,37.95%,37.52%,8.29%,5.93%,1.40,-6.03%,64.58%,0.04031129165431202,-0.04352260520278617,3.17,6.61%,0.32%,137.52,37,70.27%,0.39%,1.83%,-8.19%,4.15%,False
conf_2m_cdi_30_20_50_50,2,8,30.00%,20.00%,50.00%,50.00%,37.50%,50.00%,0.23%,48,36.13%,35.67%,7.93%,5.82%,1.36,-6.03%,64.58%,0.04031129165431202,-0.04352260520278617,3.36,7.01%,0.34%,135.67,37,70.27%,0.02%,1.83%,-9.88%,4.15%,False
conf_2m_cdi_30_30_00_00,2,8,30.00%,30.00%,0.00%,0.00%,15.00%,30.00%,0.76%,48,38.79%,38.36%,8.46%,6.52%,1.30,-6.03%,62.50%,0.051505551784493786,-0.04352260520278617,3.09,6.43%,0.31%,138.36,37,54.05%,0.43%,0.26%,-3.52%,4.33%,False
conf_2m_cdi_30_30_00_10,2,8,30.00%,30.00%,0.00%,10.00%,17.50%,30.00%,0.41%,48,36.98%,36.59%,8.11%,6.33%,1.28,-6.03%,62.50%,0.046512900945293145,-0.04352260520278617,2.88,6.00%,0.29%,136.59,37,51.35%,0.06%,0.26%,-5.19%,4.33%,False
conf_2m_cdi_30_30_00_20,2,8,30.00%,30.00%,0.00%,20.00%,20.00%,30.00%,0.06%,48,35.19%,34.83%,7.76%,6.15%,1.26,-6.03%,62.50%,0.04152069542759018,-0.04352260520278617,2.68,5.58%,0.27%,134.83,37,51.35%,-0.30%,0.26%,-6.85%,4.33%,False
conf_2m_cdi_30_30_00_30,2,8,30.00%,30.00%,0.00%,30.00%,22.50%,30.00%,-0.29%,48,33.42%,33.09%,7.41%,5.99%,1.24,-6.03%,62.50%,0.03652893371422139,-0.04352260520278617,2.52,5.24%,0.25%,133.09,37,51.35%,-0.66%,0.26%,-8.51%,4.33%,False
conf_2m_cdi_30_30_00_40,2,8,30.00%,30.00%,0.00%,40.00%,25.00%,40.00%,-0.65%,48,31.67%,31.31%,7.05%,5.85%,1.21,-6.03%,62.50%,0.035685571949586326,-0.04352260520278617,2.67,5.56%,0.27%,131.31,37,51.35%,-1.04%,0.26%,-10.18%,4.33%,False
conf_2m_cdi_30_30_00_50,2,8,30.00%,30.00%,0.00%,50.00%,27.50%,50.00%,-1.01%,48,29.92%,29.55%,6.69%,5.72%,1.17,-6.03%,62.50%,0.035685571949586326,-0.04352260520278617,2.86,5.95%,0.29%,129.55,37,51.35%,-1.40%,0.26%,-11.85%,4.33%,False
conf_2m_cdi_30_30_10_00,2,8,30.00%,30.00%,10.00%,0.00%,17.50%,30.00%,0.91%,48,39.51%,39.11%,8.60%,6.48%,1.33,-6.03%,62.50%,0.051505551784493786,-0.04352260520278617,2.88,6.00%,0.29%,139.11,37,54.05%,0.62%,0.58%,-3.52%,4.33%,False
conf_2m_cdi_30_30_10_10,2,8,30.00%,30.00%,10.00%,10.00%,20.00%,30.00%,0.56%,48,37.69%,37.33%,8.25%,6.28%,1.31,-6.03%,62.50%,0.046512900945293145,-0.04352260520278617,2.67,5.57%,0.27%,137.33,37,51.35%,0.25%,0.58%,-5.19%,4.33%,False
conf_2m_cdi_30_30_10_20,2,8,30.00%,30.00%,10.00%,20.00%,22.50%,30.00%,0.21%,48,35.90%,35.56%,7.90%,6.10%,1.30,-6.03%,62.50%,0.04152069542759018,-0.04352260520278617,2.47,5.14%,0.25%,135.56,37,51.35%,-0.12%,0.58%,-6.85%,4.33%,False
conf_2m_cdi_30_30_10_30,2,8,30.00%,30.00%,10.00%,30.00%,25.00%,30.00%,-0.14%,48,34.11%,33.81%,7.55%,5.94%,1.27,-6.03%,62.50%,0.03652893371422139,-0.04352260520278617,2.31,4.81%,0.23%,133.81,37,51.35%,-0.48%,0.58%,-8.51%,4.33%,False
conf_2m_cdi_30_30_10_40,2,8,30.00%,30.00%,10.00%,40.00%,27.50%,40.00%,-0.50%,48,32.35%,32.02%,7.19%,5.80%,1.24,-6.03%,62.50%,0.035685571949586326,-0.04352260520278617,2.46,5.12%,0.25%,132.02,37,51.35%,-0.85%,0.58%,-10.18%,4.33%,False
conf_2m_cdi_30_30_10_50,2,8,30.00%,30.00%,10.00%,50.00%,30.00%,50.00%,-0.86%,48,30.60%,30.25%,6.83%,5.67%,1.20,-6.03%,62.50%,0.035685571949586326,-0.04352260520278617,2.65,5.52%,0.26%,130.25,37,51.35%,-1.22%,0.58%,-11.85%,4.33%,False
conf_2m_cdi_30_30_20_00,2,8,30.00%,30.00%,20.00%,0.00%,20.00%,30.00%,1.05%,48,40.23%,39.86%,8.75%,6.43%,1.36,-6.03%,62.50%,0.051505551784493786,-0.04352260520278617,2.68,5.57%,0.27%,139.86,37,59.46%,0.80%,0.90%,-3.52%,4.33%,False
conf_2m_cdi_30_30_20_10,2,8,30.00%,30.00%,20.00%,10.00%,22.50%,30.00%,0.70%,48,38.41%,38.07%,8.40%,6.24%,1.35,-6.03%,62.50%,0.046512900945293145,-0.04352260520278617,2.47,5.15%,0.25%,138.07,37,56.76%,0.43%,0.90%,-5.19%,4.33%,False
conf_2m_cdi_30_30_20_20,2,8,30.00%,30.00%,20.00%,20.00%,25.00%,30.00%,0.35%,48,36.60%,36.29%,8.05%,6.06%,1.33,-6.03%,62.50%,0.04152069542759018,-0.04352260520278617,2.27,4.72%,0.23%,136.29,37,56.76%,0.07%,0.90%,-6.85%,4.33%,False
conf_2m_cdi_30_30_20_30,2,8,30.00%,30.00%,20.00%,30.00%,27.50%,30.00%,0.00%,48,34.81%,34.53%,7.70%,5.90%,1.31,-6.03%,62.50%,0.03652893371422139,-0.04352260520278617,2.10,4.38%,0.21%,134.53,37,56.76%,-0.30%,0.90%,-8.51%,4.33%,True
conf_2m_cdi_30_30_20_40,2,8,30.00%,30.00%,20.00%,40.00%,30.00%,40.00%,-0.36%,48,33.03%,32.73%,7.34%,5.75%,1.28,-6.03%,62.50%,0.035685571949586326,-0.04352260520278617,2.26,4.70%,0.23%,132.73,37,56.76%,-0.67%,0.90%,-10.18%,4.33%,False
conf_2m_cdi_30_30_20_50,2,8,30.00%,30.00%,20.00%,50.00%,32.50%,50.00%,-0.72%,48,31.28%,30.95%,6.97%,5.63%,1.24,-6.03%,62.50%,0.035685571949586326,-0.04352260520278617,2.45,5.10%,0.24%,130.95,37,56.76%,-1.04%,0.90%,-11.85%,4.33%,False
conf_2m_cdi_30_30_30_00,2,8,30.00%,30.00%,30.00%,0.00%,22.50%,30.00%,1.20%,48,40.96%,40.60%,8.89%,6.40%,1.39,-6.03%,64.58%,0.051505551784493786,-0.04352260520278617,2.50,5.20%,0.25%,140.60,37,64.86%,0.98%,1.10%,-3.52%,4.33%,False
conf_2m_cdi_30_30_30_10,2,8,30.00%,30.00%,30.00%,10.00%,25.00%,30.00%,0.85%,48,39.12%,38.80%,8.54%,6.20%,1.38,-6.03%,64.58%,0.046512900945293145,-0.04352260520278617,2.29,4.77%,0.23%,138.80,37,62.16%,0.62%,1.10%,-5.19%,4.33%,False
conf_2m_cdi_30_30_30_20,2,8,30.00%,30.00%,30.00%,20.00%,27.50%,30.00%,0.50%,48,37.31%,37.02%,8.19%,6.02%,1.36,-6.03%,64.58%,0.04152069542759018,-0.04352260520278617,2.09,4.35%,0.21%,137.02,37,62.16%,0.25%,1.10%,-6.85%,4.33%,True
conf_2m_cdi_30_30_30_30,2,8,30.00%,30.00%,30.00%,30.00%,30.00%,30.00%,0.14%,48,35.51%,35.25%,7.84%,5.86%,1.34,-6.03%,64.58%,0.03652893371422139,-0.04352260520278617,1.92,4.01%,0.19%,135.25,37,62.16%,-0.11%,1.10%,-8.51%,4.33%,True
conf_2m_cdi_30_30_30_40,2,8,30.00%,30.00%,30.00%,40.00%,32.50%,40.00%,-0.22%,48,33.72%,33.44%,7.48%,5.71%,1.31,-6.03%,64.58%,0.035685571949586326,-0.04352260520278617,2.08,4.33%,0.21%,133.44,37,62.16%,-0.48%,1.10%,-10.18%,4.33%,True
conf_2m_cdi_30_30_30_50,2,8,30.00%,30.00%,30.00%,50.00%,35.00%,50.00%,-0.58%,48,31.95%,31.65%,7.12%,5.59%,1.27,-6.03%,64.58%,0.035685571949586326,-0.04352260520278617,2.27,4.72%,0.23%,131.65,37,62.16%,-0.85%,1.10%,-11.85%,4.33%,False
conf_2m_cdi_30_30_40_00,2,8,30.00%,30.00%,40.00%,0.00%,25.00%,40.00%,1.33%,48,41.68%,41.31%,9.03%,6.36%,1.42,-6.03%,64.58%,0.051505551784493786,-0.04352260520278617,2.66,5.54%,0.27%,141.31,37,70.27%,1.16%,1.38%,-3.52%,4.33%,False
conf_2m_cdi_30_30_40_10,2,8,30.00%,30.00%,40.00%,10.00%,27.50%,40.00%,0.98%,48,39.84%,39.50%,8.68%,6.16%,1.41,-6.03%,64.58%,0.046512900945293145,-0.04352260520278617,2.45,5.11%,0.25%,139.50,37,67.57%,0.79%,1.38%,-5.19%,4.33%,False
conf_2m_cdi_30_30_40_20,2,8,30.00%,30.00%,40.00%,20.00%,30.00%,40.00%,0.63%,48,38.01%,37.70%,8.33%,5.98%,1.39,-6.03%,64.58%,0.04152069542759018,-0.04352260520278617,2.25,4.69%,0.23%,137.70,37,67.57%,0.42%,1.38%,-6.85%,4.33%,False
conf_2m_cdi_30_30_40_30,2,8,30.00%,30.00%,40.00%,30.00%,32.50%,40.00%,0.28%,48,36.20%,35.92%,7.97%,5.82%,1.37,-6.03%,64.58%,0.03652893371422139,-0.04352260520278617,2.09,4.35%,0.21%,135.92,37,67.57%,0.06%,1.38%,-8.51%,4.33%,True
conf_2m_cdi_30_30_40_40,2,8,30.00%,30.00%,40.00%,40.00%,35.00%,40.00%,-0.08%,48,34.41%,34.11%,7.61%,5.68%,1.34,-6.03%,64.58%,0.035685571949586326,-0.04352260520278617,2.24,4.67%,0.22%,134.11,37,67.57%,-0.31%,1.38%,-10.18%,4.33%,False
conf_2m_cdi_30_30_40_50,2,8,30.00%,30.00%,40.00%,50.00%,37.50%,50.00%,-0.44%,48,32.63%,32.31%,7.25%,5.55%,1.31,-6.03%,64.58%,0.035685571949586326,-0.04352260520278617,2.43,5.06%,0.24%,132.31,37,67.57%,-0.68%,1.38%,-11.85%,4.33%,False
conf_2m_cdi_30_30_50_00,2,8,30.00%,30.00%,50.00%,0.00%,27.50%,50.00%,1.47%,48,42.41%,42.01%,9.16%,6.33%,1.45,-6.03%,64.58%,0.051505551784493786,-0.04352260520278617,2.85,5.94%,0.29%,142.01,37,70.27%,1.33%,1.78%,-3.52%,4.33%,False
conf_2m_cdi_30_30_50_10,2,8,30.00%,30.00%,50.00%,10.00%,30.00%,50.00%,1.12%,48,40.56%,40.19%,8.81%,6.14%,1.44,-6.03%,64.58%,0.046512900945293145,-0.04352260520278617,2.65,5.51%,0.26%,140.19,37,67.57%,0.96%,1.78%,-5.19%,4.33%,False
conf_2m_cdi_30_30_50_20,2,8,30.00%,30.00%,50.00%,20.00%,32.50%,50.00%,0.77%,48,38.72%,38.39%,8.46%,5.95%,1.42,-6.03%,64.58%,0.04152069542759018,-0.04352260520278617,2.44,5.09%,0.24%,138.39,37,67.57%,0.59%,1.78%,-6.85%,4.33%,False
conf_2m_cdi_30_30_50_30,2,8,30.00%,30.00%,50.00%,30.00%,35.00%,50.00%,0.41%,48,36.91%,36.59%,8.11%,5.79%,1.40,-6.03%,64.58%,0.03652893371422139,-0.04352260520278617,2.28,4.75%,0.23%,136.59,37,67.57%,0.23%,1.78%,-8.51%,4.33%,False
conf_2m_cdi_30_30_50_40,2,8,30.00%,30.00%,50.00%,40.00%,37.50%,50.00%,0.05%,48,35.10%,34.77%,7.75%,5.65%,1.37,-6.03%,64.58%,0.035685571949586326,-0.04352260520278617,2.43,5.06%,0.24%,134.77,37,67.57%,-0.14%,1.78%,-10.18%,4.33%,False
conf_2m_cdi_30_30_50_50,2,8,30.00%,30.00%,50.00%,50.00%,40.00%,50.00%,-0.31%,48,33.32%,32.97%,7.38%,5.52%,1.34,-6.03%,64.58%,0.035685571949586326,-0.04352260520278617,2.62,5.46%,0.26%,132.97,37,67.57%,-0.51%,1.78%,-11.85%,4.33%,False
conf_2m_cdi_30_40_00_00,2,8,30.00%,40.00%,0.00%,0.00%,17.50%,40.00%,0.18%,48,35.91%,35.40%,7.87%,6.30%,1.25,-6.03%,66.67%,0.051505551784493786,-0.04352260520278617,3.74,7.79%,0.37%,135.40,37,48.65%,-0.16%,-0.11%,-5.66%,4.48%,False
conf_2m_cdi_30_40_00_10,2,8,30.00%,40.00%,0.00%,10.00%,20.00%,40.00%,-0.17%,48,34.14%,33.67%,7.52%,6.10%,1.23,-6.03%,66.67%,0.046512900945293145,-0.04352260520278617,3.54,7.37%,0.35%,133.67,37,48.65%,-0.52%,-0.11%,-7.31%,4.48%,False
conf_2m_cdi_30_40_00_20,2,8,30.00%,40.00%,0.00%,20.00%,22.50%,40.00%,-0.52%,48,32.39%,31.95%,7.18%,5.91%,1.21,-6.03%,66.67%,0.04152069542759018,-0.04352260520278617,3.33,6.94%,0.33%,131.95,37,48.65%,-0.88%,-0.11%,-8.94%,4.48%,False
conf_2m_cdi_30_40_00_30,2,8,30.00%,40.00%,0.00%,30.00%,25.00%,40.00%,-0.87%,48,30.65%,30.25%,6.83%,5.74%,1.19,-6.03%,66.67%,0.03652893371422139,-0.04352260520278617,3.12,6.51%,0.31%,130.25,37,48.65%,-1.24%,-0.11%,-10.56%,4.48%,False
conf_2m_cdi_30_40_00_40,2,8,30.00%,40.00%,0.00%,40.00%,27.50%,40.00%,-1.21%,48,28.93%,28.55%,6.48%,5.59%,1.16,-6.03%,66.67%,0.03153747705339782,-0.04352260520278617,2.96,6.16%,0.30%,128.55,37,48.65%,-1.59%,-0.11%,-12.17%,4.48%,False
conf_2m_cdi_30_40_00_50,2,8,30.00%,40.00%,0.00%,50.00%,30.00%,50.00%,-1.57%,48,27.23%,26.83%,6.12%,5.46%,1.12,-6.03%,66.67%,0.030939361370107887,-0.04352260520278617,3.11,6.48%,0.31%,126.83,37,48.65%,-1.96%,-0.11%,-13.81%,4.48%,False
conf_2m_cdi_30_40_10_00,2,8,30.00%,40.00%,10.00%,0.00%,20.00%,40.00%,0.32%,48,36.61%,36.13%,8.02%,6.25%,1.28,-6.03%,66.67%,0.051505551784493786,-0.04352260520278617,3.53,7.36%,0.35%,136.13,37,51.35%,0.03%,0.21%,-5.66%,4.48%,False
conf_2m_cdi_30_40_10_10,2,8,30.00%,40.00%,10.00%,10.00%,22.50%,40.00%,-0.03%,48,34.84%,34.39%,7.67%,6.05%,1.27,-6.03%,66.67%,0.046512900945293145,-0.04352260520278617,3.33,6.93%,0.33%,134.39,37,51.35%,-0.34%,0.21%,-7.31%,4.48%,False
conf_2m_cdi_30_40_10_20,2,8,30.00%,40.00%,10.00%,20.00%,25.00%,40.00%,-0.37%,48,33.08%,32.66%,7.32%,5.86%,1.25,-6.03%,66.67%,0.04152069542759018,-0.04352260520278617,3.12,6.50%,0.31%,132.66,37,51.35%,-0.70%,0.21%,-8.94%,4.48%,False
conf_2m_cdi_30_40_10_30,2,8,30.00%,40.00%,10.00%,30.00%,27.50%,40.00%,-0.72%,48,31.33%,30.95%,6.97%,5.69%,1.23,-6.03%,66.67%,0.03652893371422139,-0.04352260520278617,2.91,6.07%,0.29%,130.95,37,51.35%,-1.06%,0.21%,-10.56%,4.48%,False
conf_2m_cdi_30_40_10_40,2,8,30.00%,40.00%,10.00%,40.00%,30.00%,40.00%,-1.07%,48,29.60%,29.25%,6.62%,5.54%,1.20,-6.03%,66.67%,0.03153747705339782,-0.04352260520278617,2.75,5.73%,0.27%,129.25,37,51.35%,-1.41%,0.21%,-12.17%,4.48%,False
